qn_ans_code,qn_text,qn_type,qn_label_godata_eng,qn_label_godata_ita,qn_label_godata_ara,qn_label_godata_ukr,ans_label,ans_value,qn_label,accept_na
Q1A2Q23A4,Do you use alcohol-based hand rub or soap and water after (risk of) body fluid exposure?,Single Answer,do_you_use_alcohol_based_hand_rub_or_soap_and_water_after_risk_of_body_fluid_exposure,do_you_use_alcohol_based_hand_rub_or_soap_and_water_after_risk_of_body_fluid_exposure,do_you_use_alcohol_based_hand_rub_or_soap_and_water_after_risk_of_body_fluid_exposure,do_you_use_alcohol_based_hand_rub_or_soap_and_water_after_risk_of_body_fluid_exposure,Rarely,Rarely,hh_bodyfld_aft,0
Q1A2Q23A5,Do you use alcohol-based hand rub or soap and water after (risk of) body fluid exposure?,Single Answer,do_you_use_alcohol_based_hand_rub_or_soap_and_water_after_risk_of_body_fluid_exposure,do_you_use_alcohol_based_hand_rub_or_soap_and_water_after_risk_of_body_fluid_exposure,do_you_use_alcohol_based_hand_rub_or_soap_and_water_after_risk_of_body_fluid_exposure,do_you_use_alcohol_based_hand_rub_or_soap_and_water_after_risk_of_body_fluid_exposure,Never,Never,hh_bodyfld_aft,0
Q1A2Q24A1,Do you use alcohol-based hand rub or soap and water after touching a patient?,Single Answer,do_you_use_alcohol_based_hand_rub_or_soap_and_water_after_touching_a_patient,do_you_use_alcohol_based_hand_rub_or_soap_and_water_after_touching_a_patient,do_you_use_alcohol_based_hand_rub_or_soap_and_water_after_touching_a_patient,do_you_use_alcohol_based_hand_rub_or_soap_and_water_after_touching_a_patient,"Always, as recommended","Always, as recommended",hh_pt_aft,0
Q1A2Q24A2,Do you use alcohol-based hand rub or soap and water after touching a patient?,Single Answer,do_you_use_alcohol_based_hand_rub_or_soap_and_water_after_touching_a_patient,do_you_use_alcohol_based_hand_rub_or_soap_and_water_after_touching_a_patient,do_you_use_alcohol_based_hand_rub_or_soap_and_water_after_touching_a_patient,do_you_use_alcohol_based_hand_rub_or_soap_and_water_after_touching_a_patient,Most of the time,Most of the time,hh_pt_aft,0
Q1A2Q24A3,Do you use alcohol-based hand rub or soap and water after touching a patient?,Single Answer,do_you_use_alcohol_based_hand_rub_or_soap_and_water_after_touching_a_patient,do_you_use_alcohol_based_hand_rub_or_soap_and_water_after_touching_a_patient,do_you_use_alcohol_based_hand_rub_or_soap_and_water_after_touching_a_patient,do_you_use_alcohol_based_hand_rub_or_soap_and_water_after_touching_a_patient,Occasionally,Occasionally,hh_pt_aft,0
Q1A2Q24A4,Do you use alcohol-based hand rub or soap and water after touching a patient?,Single Answer,do_you_use_alcohol_based_hand_rub_or_soap_and_water_after_touching_a_patient,do_you_use_alcohol_based_hand_rub_or_soap_and_water_after_touching_a_patient,do_you_use_alcohol_based_hand_rub_or_soap_and_water_after_touching_a_patient,do_you_use_alcohol_based_hand_rub_or_soap_and_water_after_touching_a_patient,Rarely,Rarely,hh_pt_aft,0
Q1A2Q24A5,Do you use alcohol-based hand rub or soap and water after touching a patient?,Single Answer,do_you_use_alcohol_based_hand_rub_or_soap_and_water_after_touching_a_patient,do_you_use_alcohol_based_hand_rub_or_soap_and_water_after_touching_a_patient,do_you_use_alcohol_based_hand_rub_or_soap_and_water_after_touching_a_patient,do_you_use_alcohol_based_hand_rub_or_soap_and_water_after_touching_a_patient,Never,Never,hh_pt_aft,0
Q1A2Q25A1,Do you use alcohol-based hand rub or soap and water after touching a patient’s surroundings?,Single Answer,do_you_use_alcohol_based_hand_rub_or_soap_and_water_after_touching_a_patients_surroundings,do_you_use_alcohol_based_hand_rub_or_soap_and_water_after_touching_a_patients_surroundings,do_you_use_alcohol_based_hand_rub_or_soap_and_water_after_touching_a_patients_surroundings,do_you_use_alcohol_based_hand_rub_or_soap_and_water_after_touching_a_patients_surroundings,"Always, as recommended","Always, as recommended",hh_env_aft,0
Q1A2Q25A2,Do you use alcohol-based hand rub or soap and water after touching a patient’s surroundings?,Single Answer,do_you_use_alcohol_based_hand_rub_or_soap_and_water_after_touching_a_patients_surroundings,do_you_use_alcohol_based_hand_rub_or_soap_and_water_after_touching_a_patients_surroundings,do_you_use_alcohol_based_hand_rub_or_soap_and_water_after_touching_a_patients_surroundings,do_you_use_alcohol_based_hand_rub_or_soap_and_water_after_touching_a_patients_surroundings,Most of the time,Most of the time,hh_env_aft,0
Q1A2Q25A3,Do you use alcohol-based hand rub or soap and water after touching a patient’s surroundings?,Single Answer,do_you_use_alcohol_based_hand_rub_or_soap_and_water_after_touching_a_patients_surroundings,do_you_use_alcohol_based_hand_rub_or_soap_and_water_after_touching_a_patients_surroundings,do_you_use_alcohol_based_hand_rub_or_soap_and_water_after_touching_a_patients_surroundings,do_you_use_alcohol_based_hand_rub_or_soap_and_water_after_touching_a_patients_surroundings,Occasionally,Occasionally,hh_env_aft,0
Q1A2Q25A4,Do you use alcohol-based hand rub or soap and water after touching a patient’s surroundings?,Single Answer,do_you_use_alcohol_based_hand_rub_or_soap_and_water_after_touching_a_patients_surroundings,do_you_use_alcohol_based_hand_rub_or_soap_and_water_after_touching_a_patients_surroundings,do_you_use_alcohol_based_hand_rub_or_soap_and_water_after_touching_a_patients_surroundings,do_you_use_alcohol_based_hand_rub_or_soap_and_water_after_touching_a_patients_surroundings,Rarely,Rarely,hh_env_aft,0
Q1A2Q25A5,Do you use alcohol-based hand rub or soap and water after touching a patient’s surroundings?,Single Answer,do_you_use_alcohol_based_hand_rub_or_soap_and_water_after_touching_a_patients_surroundings,do_you_use_alcohol_based_hand_rub_or_soap_and_water_after_touching_a_patients_surroundings,do_you_use_alcohol_based_hand_rub_or_soap_and_water_after_touching_a_patients_surroundings,do_you_use_alcohol_based_hand_rub_or_soap_and_water_after_touching_a_patients_surroundings,Never,Never,hh_env_aft,0
Q1A2Q26A1,Is alcohol-based hand rub available at point of care?,Single Answer,is_alcohol_based_hand_rub_available_at_point_of_care,is_alcohol_based_hand_rub_available_at_point_of_care,is_alcohol_based_hand_rub_available_at_point_of_care,is_alcohol_based_hand_rub_available_at_point_of_care,Yes,Yes,hrub_avail_poc,0
Q1A2Q26A2,Is alcohol-based hand rub available at point of care?,Single Answer,is_alcohol_based_hand_rub_available_at_point_of_care,is_alcohol_based_hand_rub_available_at_point_of_care,is_alcohol_based_hand_rub_available_at_point_of_care,is_alcohol_based_hand_rub_available_at_point_of_care,No,No,hrub_avail_poc,0
Q1A2Q26A3,Is alcohol-based hand rub available at point of care?,Single Answer,is_alcohol_based_hand_rub_available_at_point_of_care,is_alcohol_based_hand_rub_available_at_point_of_care,is_alcohol_based_hand_rub_available_at_point_of_care,is_alcohol_based_hand_rub_available_at_point_of_care,Occasionally,Occasionally,hrub_avail_poc,0
Q1A2Q26A4,Is alcohol-based hand rub available at point of care?,Single Answer,is_alcohol_based_hand_rub_available_at_point_of_care,is_alcohol_based_hand_rub_available_at_point_of_care,is_alcohol_based_hand_rub_available_at_point_of_care,is_alcohol_based_hand_rub_available_at_point_of_care,Not sure,Not sure,hrub_avail_poc,0
Q1A2Q27A1,Do you follow IPC (Infection Prevention and Control) standard precautions when in contact with any patient?,Single Answer,do_you_follow_ipc_infection_prevention_and_control_standard_precautions_when_in_contact_with_any_patient,do_you_follow_ipc_infection_prevention_and_control_standard_precautions_when_in_contact_with_any_patient,do_you_follow_ipc_infection_prevention_and_control_standard_precautions_when_in_contact_with_any_patient,do_you_follow_ipc_infection_prevention_and_control_standard_precautions_when_in_contact_with_any_patient,"Always, as recommended","Always, as recommended",ipc_pt_practice,0
Q1A2Q27A2,Do you follow IPC (Infection Prevention and Control) standard precautions when in contact with any patient?,Single Answer,do_you_follow_ipc_infection_prevention_and_control_standard_precautions_when_in_contact_with_any_patient,do_you_follow_ipc_infection_prevention_and_control_standard_precautions_when_in_contact_with_any_patient,do_you_follow_ipc_infection_prevention_and_control_standard_precautions_when_in_contact_with_any_patient,do_you_follow_ipc_infection_prevention_and_control_standard_precautions_when_in_contact_with_any_patient,Most of the time,Most of the time,ipc_pt_practice,0
Q1A2Q27A3,Do you follow IPC (Infection Prevention and Control) standard precautions when in contact with any patient?,Single Answer,do_you_follow_ipc_infection_prevention_and_control_standard_precautions_when_in_contact_with_any_patient,do_you_follow_ipc_infection_prevention_and_control_standard_precautions_when_in_contact_with_any_patient,do_you_follow_ipc_infection_prevention_and_control_standard_precautions_when_in_contact_with_any_patient,do_you_follow_ipc_infection_prevention_and_control_standard_precautions_when_in_contact_with_any_patient,Occasionally,Occasionally,ipc_pt_practice,0
Q1A2Q27A4,Do you follow IPC (Infection Prevention and Control) standard precautions when in contact with any patient?,Single Answer,do_you_follow_ipc_infection_prevention_and_control_standard_precautions_when_in_contact_with_any_patient,do_you_follow_ipc_infection_prevention_and_control_standard_precautions_when_in_contact_with_any_patient,do_you_follow_ipc_infection_prevention_and_control_standard_precautions_when_in_contact_with_any_patient,do_you_follow_ipc_infection_prevention_and_control_standard_precautions_when_in_contact_with_any_patient,Rarely,Rarely,ipc_pt_practice,0
Q1A2Q27A5,Do you follow IPC (Infection Prevention and Control) standard precautions when in contact with any patient?,Single Answer,do_you_follow_ipc_infection_prevention_and_control_standard_precautions_when_in_contact_with_any_patient,do_you_follow_ipc_infection_prevention_and_control_standard_precautions_when_in_contact_with_any_patient,do_you_follow_ipc_infection_prevention_and_control_standard_precautions_when_in_contact_with_any_patient,do_you_follow_ipc_infection_prevention_and_control_standard_precautions_when_in_contact_with_any_patient,Never,Never,ipc_pt_practice,0
Q1A2Q27A6,Do you follow IPC (Infection Prevention and Control) standard precautions when in contact with any patient?,Single Answer,do_you_follow_ipc_infection_prevention_and_control_standard_precautions_when_in_contact_with_any_patient,do_you_follow_ipc_infection_prevention_and_control_standard_precautions_when_in_contact_with_any_patient,do_you_follow_ipc_infection_prevention_and_control_standard_precautions_when_in_contact_with_any_patient,do_you_follow_ipc_infection_prevention_and_control_standard_precautions_when_in_contact_with_any_patient,I don’t know what IPC standard precautions are,I don’t know what IPC standard precautions are,ipc_pt_practice,0
Q1A2Q28A1,"Do you wear PPE when indicated?  (PPE includes: medical/surgical mask, face shield, gloves, goggles/glasses, gown, coverall, head cover, respirator (e.g. N95 or equivalent) and shoe covers)",Single Answer,do_you_wear_ppe_when_indicated_ppe_includes_medical_surgical_mask_face_shield_gloves_goggles_glasses_gown_coverall_head_cover_respirator_e_g_n_95_or_equivalent_shoe_covers,do_you_wear_ppe_when_indicated_ppe_includes_medical_surgical_mask_face_shield_gloves_goggles_glasses_gown_coverall_head_cover_respirator_e_g_n_95_or_equivalent_shoe_covers,do_you_wear_ppe_when_indicated_ppe_includes_medical_surgical_mask_face_shield_gloves_goggles_glasses_gown_coverall_head_cover_respirator_e_g_n_95_or_equivalent_shoe_covers,do_you_wear_ppe_when_indicated_ppe_includes_medical_surgical_mask_face_shield_gloves_goggles_glasses_gown_coverall_head_cover_respirator_e_g_n_95_or_equivalent_shoe_covers,"Always, according to the risk assessment","Always, according to the risk assessment",ppe,0
Q1A2Q28A2,"Do you wear PPE when indicated?  (PPE includes: medical/surgical mask, face shield, gloves, goggles/glasses, gown, coverall, head cover, respirator (e.g. N95 or equivalent) and shoe covers)",Single Answer,do_you_wear_ppe_when_indicated_ppe_includes_medical_surgical_mask_face_shield_gloves_goggles_glasses_gown_coverall_head_cover_respirator_e_g_n_95_or_equivalent_shoe_covers,do_you_wear_ppe_when_indicated_ppe_includes_medical_surgical_mask_face_shield_gloves_goggles_glasses_gown_coverall_head_cover_respirator_e_g_n_95_or_equivalent_shoe_covers,do_you_wear_ppe_when_indicated_ppe_includes_medical_surgical_mask_face_shield_gloves_goggles_glasses_gown_coverall_head_cover_respirator_e_g_n_95_or_equivalent_shoe_covers,do_you_wear_ppe_when_indicated_ppe_includes_medical_surgical_mask_face_shield_gloves_goggles_glasses_gown_coverall_head_cover_respirator_e_g_n_95_or_equivalent_shoe_covers,"Most of the time, according to the risk assessment","Most of the time, according to the risk assessment",ppe,0
Q1A2Q28A3,"Do you wear PPE when indicated?  (PPE includes: medical/surgical mask, face shield, gloves, goggles/glasses, gown, coverall, head cover, respirator (e.g. N95 or equivalent) and shoe covers)",Single Answer,do_you_wear_ppe_when_indicated_ppe_includes_medical_surgical_mask_face_shield_gloves_goggles_glasses_gown_coverall_head_cover_respirator_e_g_n_95_or_equivalent_shoe_covers,do_you_wear_ppe_when_indicated_ppe_includes_medical_surgical_mask_face_shield_gloves_goggles_glasses_gown_coverall_head_cover_respirator_e_g_n_95_or_equivalent_shoe_covers,do_you_wear_ppe_when_indicated_ppe_includes_medical_surgical_mask_face_shield_gloves_goggles_glasses_gown_coverall_head_cover_respirator_e_g_n_95_or_equivalent_shoe_covers,do_you_wear_ppe_when_indicated_ppe_includes_medical_surgical_mask_face_shield_gloves_goggles_glasses_gown_coverall_head_cover_respirator_e_g_n_95_or_equivalent_shoe_covers,Occasionally,Occasionally,ppe,0
